판매ID,판매일,거래처코드,거래처명,제품코드, 단가 ,수량,할인율, 금액 
665,2019-05-16,27,이화무역,NT150688," 459,800 ",2,0," 919,600 "
666,2019-05-16,28,서진전자,TV090355," 455,400 ",1,0," 455,400 "
667,2019-05-16,3,태화상사,BH060629," 139,600 ",3,0," 418,800 "
668,2019-05-16,30,샤론통상,PA220341," 113,700 ",46,0," 5,230,200 "
669,2019-05-16,15,협우상사,NT150454," 515,400 ",9,0.1," 4,174,740 "
670,2019-05-17,30,샤론통상,DS240471," 475,800 ",6,0.1," 2,569,320 "
671,2019-05-17,40,가나전자,PA220094," 36,200 ",52,0," 1,882,400 "
672,2019-05-17,35,에이빌,NT150688," 459,800 ",22,0," 10,115,600 "
673,2019-05-17,32,대한전자,BH060625," 161,500 ",3,0.1," 436,050 "
674,2019-05-18,34,ABC상사,PA220110," 33,900 ",1,0," 33,900 "
675,2019-05-18,49,강남상사,BH060504," 46,100 ",9,0," 414,900 "
676,2019-05-18,10,신영상사,NT150600," 916,200 ",35,0," 32,067,000 "
677,2019-05-19,43,드림테크,PA220315," 20,900 ",1,0," 20,900 "
678,2019-05-19,53,국제전자,PA220302," 21,000 ",4,0," 84,000 "
679,2019-05-19,23,알프스무역,SP310566," 242,800 ",2,0," 485,600 "
680,2019-05-19,29,태성무역,CA280299," 80,700 ",82,0.1," 5,955,660 "
681,2019-05-19,43,드림테크,DV350165," 20,000 ",34,0," 680,000 "
682,2019-05-19,28,서진전자,SP310577," 313,200 ",6,0," 1,879,200 "
683,2019-05-19,28,서진전자,PJ190258," 992,800 ",5,0," 4,964,000 "
684,2019-05-19,30,샤론통상,DV350167," 148,100 ",1,0.1," 133,290 "
685,2019-05-19,23,알프스무역,SP310566," 242,800 ",27,0," 6,555,600 "
686,2019-05-20,25,삼양상사,CA280126," 37,700 ",30,0.1," 1,017,900 "
687,2019-05-20,4,동광통상,MP010053," 261,700 ",9,0," 2,355,300 "
688,2019-05-20,19,양정물산,MP010007," 281,700 ",6,0," 1,690,200 "
689,2019-05-20,37,J마켓,PJ200620," 187,100 ",28,0," 5,238,800 "
690,2019-05-20,37,J마켓,TV090352," 607,000 ",1,0," 607,000 "
691,2019-05-21,42,우리정보,CA280284," 115,300 ",2,0.1," 207,540 "
692,2019-05-21,14,베네디스,NT150683," 613,600 ",6,0," 3,681,600 "
693,2019-05-21,13,미림상사,TVAC040670," 66,000 ",32,0," 2,112,000 "
694,2019-05-21,32,대한전자,OA290179," 48,800 ",45,0," 2,196,000 "
695,2019-05-21,25,삼양상사,PJ190254," 628,600 ",35,0," 22,001,000 "
696,2019-05-21,11,서주무역,PJ190663," 437,800 ",33,0," 14,447,400 "
697,2019-05-21,32,대한전자,OA290179," 48,800 ",2,0," 97,600 "
698,2019-05-22,3,태화상사,DV350153," 13,400 ",4,0.1," 48,240 "
699,2019-05-22,26,신세기상사,MP010043," 129,100 ",33,0.1," 3,834,270 "
700,2019-05-22,48,한양이엔지,MP010038," 94,300 ",6,0," 565,800 "
701,2019-05-23,34,ABC상사,OA290106," 37,600 ",71,0," 2,669,600 "
702,2019-05-23,26,신세기상사,CA280281," 115,300 ",1,0.1," 103,770 "
703,2019-05-23,23,알프스무역,CA280130," 70,200 ",1,0.1," 63,180 "
704,2019-05-23,21,동화전자,BH060506," 34,600 ",1,0.1," 31,140 "
705,2019-05-24,7,삼화상사,PA220140," 53,700 ",21,0," 1,127,700 "
706,2019-05-24,50,프로시스템즈,OA290179," 48,800 ",5,0," 244,000 "
707,2019-05-24,40,가나전자,PA220335," 36,400 ",1,0," 36,400 "
708,2019-05-24,18,우주전산,PJ190250," 907,400 ",2,0," 1,814,800 "
709,2019-05-24,6,글로벌 전자,TV090359," 816,500 ",1,0," 816,500 "
710,2019-05-25,10,신영상사,BH060510," 58,200 ",20,0," 1,164,000 "
711,2019-05-25,24,유미백화점,SP320559," 356,000 ",1,0," 356,000 "
712,2019-05-25,1,한미전자,PA220334," 36,400 ",4,0.1," 131,040 "
713,2019-05-25,1,한미전자,NT150592," 515,400 ",3,0," 1,546,200 "
714,2019-05-25,24,유미백화점,SP320559," 356,000 ",3,0.1," 961,200 "
715,2019-05-26,26,신세기상사,DS240471," 475,800 ",4,0.1," 1,712,880 "
716,2019-05-26,49,강남상사,PA330295," 15,100 ",6,0," 90,600 "
717,2019-05-26,34,ABC상사,NT150456," 537,000 ",9,0," 4,833,000 "
718,2019-05-26,13,미림상사,MP010035," 80,700 ",3,0," 242,100 "
719,2019-05-26,49,강남상사,PA330295," 15,100 ",1,0," 15,100 "
720,2019-05-27,35,에이빌,DV350167," 148,100 ",2,0," 296,200 "
721,2019-05-27,37,J마켓,DS240466," 398,200 ",3,0.1," 1,075,140 "
722,2019-05-27,12,유니테크,OA290078," 43,700 ",4,0," 174,800 "
723,2019-05-27,22,동도교역,DV350169," 148,100 ",1,0," 148,100 "
724,2019-05-28,47,삼인시스템,PE040587," 258,900 ",1,0," 258,900 "
725,2019-05-28,16,대진상사,OA290019," 43,700 ",6,0," 262,200 "
726,2019-05-28,38,K마켓,MT180374," 79,400 ",31,0.1," 2,215,260 "
727,2019-05-28,47,삼인시스템,DV350146," 227,400 ",1,0.1," 204,660 "
728,2019-05-28,26,신세기상사,PJ190252," 1,085,800 ",32,0," 34,745,600 "
729,2019-05-28,26,신세기상사,TV090657," 1,073,600 ",1,0," 1,073,600 "
730,2019-05-28,48,한양이엔지,TVAC040669," 99,000 ",63,0," 6,237,000 "
731,2019-05-29,14,베네디스,CA270416," 551,800 ",2,0.1," 993,240 "
732,2019-05-29,19,양정물산,MT180374," 79,400 ",83,0.1," 5,931,180 "
733,2019-05-29,31,한진무역,BH060515," 49,200 ",1,0.1," 44,280 "
734,2019-05-29,33,신성무역,PE040580," 210,000 ",34,0.1," 6,426,000 "
735,2019-05-29,40,가나전자,MP010040," 94,300 ",1,0.1," 84,870 "
736,2019-05-29,3,태화상사,OA290175," 48,500 ",72,0.1," 3,142,800 "
737,2019-05-30,52,제우스,MP010041," 129,100 ",4,0.1," 464,760 "
738,2019-05-30,10,신영상사,TV090352," 607,000 ",24,0.1," 13,111,200 "
739,2019-05-30,13,미림상사,MT180605," 338,700 ",3,0," 1,016,100 "
740,2019-05-30,20,세종물산,NT150691," 867,500 ",86,0," 74,605,000 "
741,2019-05-31,18,우주전산,BH060627," 139,600 ",62,0.1," 7,789,680 "
742,2019-05-31,33,신성무역,PA220067," 24,100 ",4,0.1," 86,760 "
743,2019-05-31,39,명성전자,TV090649," 512,700 ",5,0," 2,563,500 "
744,2019-05-31,11,서주무역,MP010042," 129,100 ",1,0.1," 116,190 "
745,2019-05-31,44,영진전자,TV090657," 1,073,600 ",4,0.1," 3,864,960 "
746,2019-06-01,3,태화상사,PA220268," 18,700 ",7,0," 130,900 "
747,2019-06-01,34,ABC상사,DV350156," 21,800 ",22,0," 479,600 "
748,2019-06-01,28,서진전자,MP010061," 133,500 ",6,0.1," 720,900 "
749,2019-06-01,45,인터비타,SP320540," 400,600 ",32,0," 12,819,200 "
750,2019-06-01,53,국제전자,DV350172," 194,200 ",22,0," 4,272,400 "
751,2019-06-01,53,국제전자,PJ190663," 437,800 ",2,0," 875,600 "
752,2019-06-01,3,태화상사,SP320552," 300,000 ",5,0," 1,500,000 "
753,2019-06-02,3,태화상사,CA280189," 26,900 ",2,0.1," 48,420 "
754,2019-06-02,20,세종물산,DV350165," 20,000 ",21,0," 420,000 "
755,2019-06-02,46,부성전자,MP010062," 133,500 ",22,0.1," 2,643,300 "
756,2019-06-02,17,티엔씨에스,PA220225," 17,400 ",46,0," 800,400 "
757,2019-06-02,51,그린테크,PA220260," 17,400 ",4,0," 69,600 "
758,2019-06-03,52,제우스,OA290019," 43,700 ",40,0," 1,748,000 "
759,2019-06-03,26,신세기상사,PA220313," 22,800 ",22,0.2," 401,280 "
760,2019-06-03,43,드림테크,CA270478," 253,000 ",29,0.2," 5,869,600 "
761,2019-06-03,30,샤론통상,TV090656," 633,600 ",23,0," 14,572,800 "
762,2019-06-04,29,태성무역,PA220238," 17,500 ",39,0," 682,500 "
763,2019-06-04,23,알프스무역,PA220341," 113,700 ",4,0," 454,800 "
764,2019-06-04,15,협우상사,PE040585," 201,800 ",85,0.1," 15,437,700 "
765,2019-06-05,26,신세기상사,BH060503," 46,100 ",1,0.1," 41,490 "
766,2019-06-05,43,드림테크,PJ190248," 907,400 ",3,0," 2,722,200 "
767,2019-06-05,16,대진상사,CA270425," 848,400 ",59,0.1," 45,050,040 "
768,2019-06-06,26,신세기상사,BH060635," 218,700 ",37,0.1," 7,282,710 "
769,2019-06-06,4,동광통상,PJ190612," 628,600 ",2,0," 1,257,200 "
770,2019-06-06,12,유니테크,BH060507," 34,600 ",11,0.1," 342,540 "
771,2019-06-07,29,태성무역,SP320530," 361,800 ",41,0," 14,833,800 "
772,2019-06-07,35,에이빌,MP010009," 281,700 ",45,0.2," 10,141,200 "
773,2019-06-07,50,프로시스템즈,TV090645," 455,400 ",3,0," 1,366,200 "
774,2019-06-07,41,금산전자,CA270481," 228,800 ",8,0.2," 1,464,320 "
775,2019-06-08,42,우리정보,CA270439," 484,500 ",1,0.1," 436,050 "
776,2019-06-08,29,태성무역,PA220110," 33,900 ",8,0," 271,200 "
777,2019-06-08,48,한양이엔지,PA220267," 18,700 ",4,0," 74,800 "
778,2019-06-08,33,신성무역,DV350170," 194,200 ",9,0," 1,747,800 "
779,2019-06-08,33,신성무역,SP310578," 313,200 ",1,0," 313,200 "
780,2019-06-09,41,금산전자,OA290047," 30,000 ",11,0," 330,000 "
781,2019-06-09,7,삼화상사,MP010028," 223,100 ",37,0.1," 7,429,230 "
782,2019-06-09,29,태성무역,CA280311," 30,400 ",6,0.1," 164,160 "
783,2019-06-09,33,신성무역,PJ200621," 187,100 ",1,0," 187,100 "
784,2019-06-09,7,삼화상사,TV090653," 769,800 ",6,0," 4,618,800 "
785,2019-06-09,41,금산전자,OA290047," 30,000 ",8,0," 240,000 "
786,2019-06-10,12,유니테크,SP320538," 363,000 ",78,0," 28,314,000 "
787,2019-06-10,42,우리정보,PA220330," 85,000 ",35,0," 2,975,000 "
788,2019-06-10,45,인터비타,PA220318," 20,900 ",62,0," 1,295,800 "
789,2019-06-10,26,신세기상사,MT180395," 338,700 ",29,0," 9,822,300 "
790,2019-06-10,42,우리정보,DC230643," 433,000 ",7,0.1," 2,727,900 "
791,2019-06-10,33,신성무역,DS240470," 398,200 ",4,0.1," 1,433,520 "
792,2019-06-10,12,유니테크,SP320538," 363,000 ",8,0.1," 2,613,600 "
793,2019-06-11,2,혜성전자,HS110198," 484,400 ",54,0," 26,157,600 "
794,2019-06-11,31,한진무역,TV090649," 512,700 ",3,0.1," 1,384,290 "
795,2019-06-11,30,샤론통상,NT150455," 495,300 ",6,0," 2,971,800 "
796,2019-06-11,4,동광통상,TV090370," 512,700 ",25,0," 12,817,500 "
797,2019-06-11,41,금산전자,OA290187," 27,900 ",25,0.2," 558,000 "
798,2019-06-12,46,부성전자,BH060503," 46,100 ",3,0.1," 124,470 "
799,2019-06-12,37,J마켓,SP320532," 321,900 ",60,0.1," 17,382,600 "
800,2019-06-12,46,부성전자,PA220278," 14,000 ",36,0," 504,000 "
801,2019-06-12,48,한양이엔지,PJ190259," 992,800 ",4,0," 3,971,200 "
802,2019-06-12,51,그린테크,BH060622," 161,500 ",27,0.1," 3,924,450 "
803,2019-06-13,27,이화무역,CA270410," 581,500 ",2,0.1," 1,046,700 "
804,2019-06-13,18,우주전산,MT180376," 60,400 ",3,0," 181,200 "
805,2019-06-13,38,K마켓,PA220120," 15,500 ",6,0," 93,000 "
806,2019-06-13,45,인터비타,SP320543," 351,600 ",9,0," 3,164,400 "
807,2019-06-14,18,우주전산,TV090347," 570,600 ",1,0.1," 513,540 "
808,2019-06-14,39,명성전자,NT150682," 833,600 ",3,0," 2,500,800 "
809,2019-06-14,51,그린테크,PA330243," 5,500 ",1,0," 5,500 "
810,2019-06-14,14,베네디스,DV350158," 15,400 ",31,0," 477,400 "
811,2019-06-14,33,신성무역,SP310565," 242,800 ",4,0," 971,200 "
812,2019-06-14,51,그린테크,PA330243," 5,500 ",30,0," 165,000 "
813,2019-06-15,37,J마켓,NT150599," 916,200 ",3,0," 2,748,600 "
814,2019-06-15,23,알프스무역,PJ200617," 401,500 ",31,0," 12,446,500 "
815,2019-06-15,45,인터비타,CA280264," 67,300 ",67,0.1," 4,058,190 "
816,2019-06-15,24,유미백화점,MP010002," 242,700 ",33,0.1," 7,208,190 "
817,2019-06-15,45,인터비타,DV350172," 194,200 ",32,0," 6,214,400 "
818,2019-06-16,13,미림상사,SP320559," 356,000 ",21,0.1," 6,728,400 "
819,2019-06-16,52,제우스,PJ200274," 219,500 ",64,0," 14,048,000 "
820,2019-06-16,20,세종물산,TV090369," 512,700 ",3,0," 1,538,100 "
821,2019-06-16,1,한미전자,MP010043," 129,100 ",6,0.1," 697,140 "
822,2019-06-16,10,신영상사,TV090343," 424,900 ",2,0," 849,800 "
823,2019-06-16,37,J마켓,OA290180," 48,800 ",2,0.1," 87,840 "
824,2019-06-16,37,J마켓,TV090646," 816,500 ",27,0," 22,045,500 "
825,2019-06-16,13,미림상사,SP320559," 356,000 ",54,0.1," 17,301,600 "
826,2019-06-17,36,굿모닝전자,DV350151," 253,700 ",51,0," 12,938,700 "
827,2019-06-17,34,ABC상사,TV090352," 607,000 ",57,0," 34,599,000 "
828,2019-06-17,9,월드링크,MT180375," 60,400 ",35,0," 2,114,000 "
829,2019-06-17,50,프로시스템즈,BH060624," 161,500 ",35,0.1," 5,087,250 "
830,2019-06-17,26,신세기상사,SP310567," 325,400 ",5,0," 1,627,000 "
831,2019-06-17,9,월드링크,TVAC040665," 74,800 ",4,0," 299,200 "
832,2019-06-18,10,신영상사,SP320530," 361,800 ",21,0.1," 6,838,020 "
833,2019-06-18,44,영진전자,PE040584," 201,800 ",50,0.1," 9,081,000 "
834,2019-06-18,5,오성통상,DV350151," 253,700 ",2,0.1," 456,660 "
835,2019-06-18,8,태강교역,PJ190611," 628,600 ",1,0," 628,600 "
836,2019-06-19,40,가나전자,NT150387," 628,600 ",40,0.1," 22,629,600 "
837,2019-06-19,33,신성무역,BH060623," 161,500 ",3,0.1," 436,050 "
838,2019-06-19,52,제우스,CA270485," 222,100 ",7,0.2," 1,243,760 "
839,2019-06-19,13,미림상사,PJ200275," 219,500 ",40,0," 8,780,000 "
840,2019-06-20,36,굿모닝전자,CA280264," 67,300 ",4,0.1," 242,280 "
841,2019-06-20,19,양정물산,CA270449," 449,500 ",15,0.2," 5,394,000 "
842,2019-06-20,46,부성전자,SP320702," 932,200 ",33,0," 30,762,600 "
843,2019-06-20,15,협우상사,TV090351," 607,000 ",2,0," 1,214,000 "
844,2019-06-21,52,제우스,SP320564," 210,000 ",4,0," 840,000 "
845,2019-06-21,51,그린테크,PA220237," 17,500 ",2,0," 35,000 "
846,2019-06-21,19,양정물산,CA270406," 568,000 ",21,0.1," 10,735,200 "
847,2019-06-22,42,우리정보,PJ190253," 1,085,800 ",15,0," 16,287,000 "
848,2019-06-22,36,굿모닝전자,MP010001," 242,700 ",4,0.1," 873,720 "
849,2019-06-22,1,한미전자,OA290181," 48,800 ",4,0," 195,200 "
850,2019-06-22,21,동화전자,PA220095," 36,200 ",17,0," 615,400 "
851,2019-06-22,30,샤론통상,PJ190609," 992,800 ",3,0," 2,978,400 "
852,2019-06-23,34,ABC상사,SP320526," 285,000 ",2,0," 570,000 "
853,2019-06-23,36,굿모닝전자,PA220178," 33,900 ",3,0," 101,700 "
854,2019-06-23,20,세종물산,TV090647," 807,600 ",5,0," 4,038,000 "
855,2019-06-23,25,삼양상사,OA290135," 40,000 ",7,0," 280,000 "
856,2019-06-23,25,삼양상사,TV090348," 570,600 ",4,0," 2,282,400 "
857,2019-06-23,28,서진전자,TV090650," 594,000 ",5,0," 2,970,000 "
858,2019-06-23,34,ABC상사,SP320526," 285,000 ",3,0," 855,000 "
859,2019-06-24,16,대진상사,CA280127," 37,700 ",7,0.1," 237,510 "
860,2019-06-24,29,태성무역,BH060625," 161,500 ",5,0.1," 726,750 "
861,2019-06-24,43,드림테크,OA290180," 48,800 ",6,0," 292,800 "
862,2019-06-24,6,글로벌 전자,PA220125," 29,000 ",3,0," 87,000 "
863,2019-06-24,43,드림테크,OA290180," 48,800 ",7,0," 341,600 "
864,2019-06-25,20,세종물산,MT180394," 314,500 ",6,0," 1,887,000 "
865,2019-06-25,6,글로벌 전자,SP320540," 400,600 ",4,0.1," 1,442,160 "
866,2019-06-25,27,이화무역,MP010006," 281,700 ",10,0.1," 2,535,300 "
867,2019-06-25,45,인터비타,PA220277," 14,000 ",15,0.1," 189,000 "
868,2019-06-26,38,K마켓,PA220226," 17,400 ",7,0," 121,800 "
869,2019-06-26,5,오성통상,PA220316," 20,900 ",4,0," 83,600 "
870,2019-06-26,31,한진무역,PA220208," 40,200 ",5,0," 201,000 "
871,2019-06-27,24,유미백화점,PA220306," 36,300 ",2,0," 72,600 "
872,2019-06-27,15,협우상사,BH060516," 49,200 ",7,0.1," 309,960 "
873,2019-06-27,10,신영상사,PA220111," 33,900 ",24,0," 813,600 "
874,2019-06-27,4,동광통상,HS110199," 484,400 ",7,0," 3,390,800 "
875,2019-06-27,3,태화상사,TV090656," 633,600 ",7,0," 4,435,200 "
876,2019-06-28,5,오성통상,SP320701," 932,200 ",4,0," 3,728,800 "
877,2019-06-28,15,협우상사,NT150380," 515,400 ",10,0.1," 4,638,600 "
878,2019-06-28,6,글로벌 전자,SP320527," 285,000 ",3,0," 855,000 "
879,2019-06-28,4,동광통상,CA270420," 860,500 ",4,0.1," 3,097,800 "
880,2019-06-28,5,오성통상,CA270492," 654,700 ",1,0.1," 589,230 "
881,2019-06-28,16,대진상사,SP320564," 210,000 ",5,0," 1,050,000 "
882,2019-06-28,15,협우상사,SP320562," 210,000 ",4,0," 840,000 "
883,2019-06-28,53,국제전자,PA330243," 5,500 ",3,0," 16,500 "
884,2019-06-28,16,대진상사,SP320564," 210,000 ",20,0," 4,200,000 "
885,2019-06-29,47,삼인시스템,SP310571," 350,900 ",3,0," 1,052,700 "
886,2019-06-29,31,한진무역,PA220089," 131,200 ",5,0," 656,000 "
887,2019-06-29,20,세종물산,OA290227," 27,900 ",2,0," 55,800 "
888,2019-06-29,47,삼인시스템,SP310571," 350,900 ",2,0," 701,800 "
889,2019-06-29,20,세종물산,OA290227," 27,900 ",2,0," 55,800 "
890,2019-06-30,23,알프스무역,PJ200275," 219,500 ",17,0," 3,731,500 "
891,2019-06-30,46,부성전자,OA290108," 37,600 ",3,0," 112,800 "
892,2019-06-30,46,부성전자,OA290108," 37,600 ",6,0," 225,600 "
893,2019-07-01,50,프로시스템즈,TV090370," 512,700 ",6,0," 3,076,200 "
894,2019-07-01,1,한미전자,MT180400," 593,900 ",5,0," 2,969,500 "
895,2019-07-01,20,세종물산,OA290205," 35,200 ",2,0," 70,400 "
896,2019-07-01,48,한양이엔지,PA220111," 33,900 ",4,0," 135,600 "
897,2019-07-01,22,동도교역,SP320701," 932,200 ",4,0," 3,728,800 "
898,2019-07-01,24,유미백화점,TV090649," 512,700 ",6,0," 3,076,200 "
899,2019-07-01,46,부성전자,DV350168," 148,100 ",3,0," 444,300 "
900,2019-07-01,24,유미백화점,DV350172," 194,200 ",14,0," 2,718,800 "
901,2019-07-01,46,부성전자,PSF200637," 192,700 ",2,0," 385,400 "
902,2019-07-01,13,미림상사,PJ190663," 437,800 ",7,0," 3,064,600 "
903,2019-07-02,38,K마켓,BH060522," 131,200 ",2,0.1," 236,160 "
904,2019-07-02,45,인터비타,DV350166," 20,000 ",3,0.1," 54,000 "
905,2019-07-02,12,유니테크,PE040579," 210,000 ",8,0.1," 1,512,000 "
906,2019-07-02,39,명성전자,TV090356," 455,400 ",9,0," 4,098,600 "
907,2019-07-02,13,미림상사,PA220267," 18,700 ",10,0.1," 168,300 "
908,2019-07-02,38,K마켓,SP310293," 355,700 ",17,0.1," 5,442,210 "
909,2019-07-02,38,K마켓,TV090651," 462,000 ",14,0.1," 5,821,200 "
910,2019-07-03,38,K마켓,PA220214," 34,900 ",22,0.1," 691,020 "
911,2019-07-03,32,대한전자,PA220224," 17,400 ",9,0.1," 140,940 "
912,2019-07-03,17,티엔씨에스,BH060635," 218,700 ",10,0.1," 1,968,300 "
913,2019-07-04,48,한양이엔지,PA220331," 85,000 ",2,0.1," 153,000 "
914,2019-07-04,29,태성무역,NT150685," 659,800 ",6,0.1," 3,562,920 "
915,2019-07-04,35,에이빌,PA220313," 22,800 ",42,0.1," 861,840 "
916,2019-07-04,4,동광통상,TV090351," 607,000 ",12,0," 7,284,000 "
917,2019-07-05,22,동도교역,DV350170," 194,200 ",9,0.1," 1,573,020 "
918,2019-07-05,3,태화상사,PA220094," 36,200 ",6,0.1," 195,480 "
919,2019-07-05,28,서진전자,OA290134," 40,000 ",14,0.1," 504,000 "
920,2019-07-05,42,우리정보,PJ190258," 992,800 ",3,0," 2,978,400 "
921,2019-07-05,36,굿모닝전자,PA220331," 85,000 ",3,0.1," 229,500 "
922,2019-07-05,47,삼인시스템,SP320561," 210,000 ",3,0.1," 567,000 "
923,2019-07-06,51,그린테크,TV090370," 512,700 ",17,0," 8,715,900 "
924,2019-07-06,2,혜성전자,TV090354," 455,400 ",18,0.1," 7,377,480 "
925,2019-07-06,21,동화전자,PJ200615," 261,500 ",2,0," 523,000 "
926,2019-07-06,34,ABC상사,SP320524," 285,000 ",4,0," 1,140,000 "
927,2019-07-06,34,ABC상사,SP320524," 285,000 ",6,0," 1,710,000 "
928,2019-07-07,31,한진무역,TV090652," 638,000 ",6,0," 3,828,000 "
929,2019-07-07,1,한미전자,BH060520," 131,200 ",4,0.1," 472,320 "
930,2019-07-07,39,명성전자,MT180604," 338,700 ",2,0," 677,400 "
931,2019-07-07,49,강남상사,PA220086," 67,300 ",12,0," 807,600 "
932,2019-07-08,15,협우상사,OA290020," 43,700 ",4,0.1," 157,320 "
933,2019-07-08,41,금산전자,NT150599," 916,200 ",16,0," 14,659,200 "
934,2019-07-08,30,샤론통상,PA220233," 156,600 ",20,0.1," 2,818,800 "
935,2019-07-08,7,삼화상사,SP320557," 356,000 ",7,0.1," 2,242,800 "
936,2019-07-08,15,협우상사,OA290020," 43,700 ",7,0.1," 275,310 "
937,2019-07-09,48,한양이엔지,SP310549," 352,100 ",29,0.1," 9,189,810 "
938,2019-07-09,2,혜성전자,NT150460," 491,400 ",5,0.1," 2,211,300 "
939,2019-07-09,9,월드링크,DV350151," 253,700 ",7,0.1," 1,598,310 "
940,2019-07-09,22,동도교역,NT150452," 518,000 ",5,0.1," 2,331,000 "
941,2019-07-09,48,한양이엔지,SP310549," 352,100 ",1,0.1," 316,890 "
942,2019-07-10,12,유니테크,CA280191," 26,900 ",7,0.1," 169,470 "
943,2019-07-10,46,부성전자,CA270436," 519,500 ",7,0.1," 3,272,850 "
944,2019-07-10,24,유미백화점,TV090369," 512,700 ",7,0," 3,588,900 "
945,2019-07-10,17,티엔씨에스,CA280112," 248,900 ",16,0.1," 3,584,160 "
946,2019-07-10,50,프로시스템즈,SP320555," 356,000 ",3,0.1," 961,200 "
947,2019-07-10,49,강남상사,MP010056," 162,700 ",7,0.1," 1,025,010 "
948,2019-07-10,50,프로시스템즈,SP320555," 356,000 ",2,0.1," 640,800 "
949,2019-07-11,19,양정물산,NT150687," 879,800 ",10,0.1," 7,918,200 "
950,2019-07-11,26,신세기상사,SP320544," 351,600 ",4,0.1," 1,265,760 "
951,2019-07-11,16,대진상사,MP010035," 80,700 ",2,0.1," 145,260 "
952,2019-07-11,39,명성전자,SP320544," 351,600 ",7,0.1," 2,215,080 "
953,2019-07-11,50,프로시스템즈,TVAC040667," 85,800 ",8,0," 686,400 "
954,2019-07-11,26,신세기상사,SP320544," 351,600 ",9,0," 3,164,400 "
955,2019-07-12,43,드림테크,SP320539," 400,600 ",2,0," 801,200 "
956,2019-07-12,29,태성무역,SP320544," 351,600 ",19,0," 6,680,400 "
957,2019-07-12,7,삼화상사,DV350170," 194,200 ",18,0," 3,495,600 "
958,2019-07-12,50,프로시스템즈,DS240463," 398,200 ",4,0.1," 1,433,520 "
959,2019-07-12,5,오성통상,TV090657," 1,073,600 ",2,0," 2,147,200 "
960,2019-07-13,21,동화전자,NT150594," 628,600 ",3,0," 1,885,800 "
961,2019-07-13,21,동화전자,CA270412," 581,500 ",5,0.1," 2,616,750 "
962,2019-07-13,4,동광통상,PA220065," 16,000 ",4,0.1," 57,600 "
963,2019-07-13,51,그린테크,BH060522," 131,200 ",20,0.1," 2,361,600 "
964,2019-07-13,49,강남상사,TVAC040670," 66,000 ",2,0," 132,000 "
965,2019-07-13,49,강남상사,TV090654," 1,011,800 ",3,0," 3,035,400 "
966,2019-07-14,39,명성전자,PA220316," 20,900 ",11,0," 229,900 "
967,2019-07-14,49,강남상사,NT150384," 628,600 ",2,0," 1,257,200 "
968,2019-07-14,10,신영상사,DV350160," 15,400 ",3,0," 46,200 "
969,2019-07-14,13,미림상사,OA290024," 22,900 ",14,0," 320,600 "
970,2019-07-15,24,유미백화점,CA270491," 654,700 ",5,0.1," 2,946,150 "
971,2019-07-15,6,글로벌 전자,SP310570," 350,900 ",2,0," 701,800 "
972,2019-07-15,13,미림상사,TV090648," 556,600 ",4,0," 2,226,400 "
973,2019-07-16,26,신세기상사,PJ200273," 166,200 ",2,0," 332,400 "
974,2019-07-16,41,금산전자,BH060511," 58,200 ",2,0," 116,400 "
975,2019-07-16,35,에이빌,BH060511," 58,200 ",12,0," 698,400 "
976,2019-07-17,33,신성무역,CA270430," 824,100 ",26,0.1," 19,283,940 "
977,2019-07-17,8,태강교역,OA290031," 43,700 ",3,0," 131,100 "
978,2019-07-17,36,굿모닝전자,PA220123," 29,000 ",4,0," 116,000 "
979,2019-07-17,44,영진전자,MT180605," 338,700 ",2,0," 677,400 "
980,2019-07-17,46,부성전자,PA220226," 17,400 ",3,0.1," 46,980 "
981,2019-07-17,34,ABC상사,SP320542," 351,600 ",9,0.1," 2,847,960 "
982,2019-07-17,8,태강교역,OA290031," 43,700 ",3,0.1," 117,990 "
983,2019-07-18,41,금산전자,PJ190258," 992,800 ",4,0.1," 3,574,080 "
984,2019-07-18,44,영진전자,PA220077," 26,800 ",2,0.1," 48,240 "
985,2019-07-18,3,태화상사,EP330674," 71,500 ",9,0.1," 579,150 "
986,2019-07-18,35,에이빌,TV090363," 1,436,600 ",1,0," 1,436,600 "
987,2019-07-18,26,신세기상사,PA220234," 61,900 ",9,0.1," 501,390 "
988,2019-07-18,49,강남상사,EP330674," 71,500 ",14,0.1," 900,900 "
989,2019-07-19,32,대한전자,PJ190258," 992,800 ",2,0," 1,985,600 "
990,2019-07-19,47,삼인시스템,PE040589," 258,900 ",5,0.1," 1,165,050 "
991,2019-07-19,9,월드링크,SP320532," 321,900 ",7,0.1," 2,027,970 "
992,2019-07-19,12,유니테크,OA290030," 43,700 ",3,0.1," 117,990 "
993,2019-07-19,9,월드링크,SP320532," 321,900 ",5,0.1," 1,448,550 "
994,2019-07-19,12,유니테크,OA290030," 43,700 ",3,0.1," 117,990 "
995,2019-07-20,13,미림상사,HS110196," 484,400 ",16,0.1," 6,975,360 "
996,2019-07-20,47,삼인시스템,NT150455," 495,300 ",2,0.1," 891,540 "
997,2019-07-20,49,강남상사,DV350172," 194,200 ",4,0.1," 699,120 "
998,2019-07-20,3,태화상사,SP320529," 361,800 ",3,0.1," 976,860 "
999,2019-07-20,8,태강교역,PA220110," 33,900 ",16,0.1," 488,160 "
1000,2019-07-21,48,한양이엔지,BH060629," 139,600 ",10,0.1," 1,256,400 "
